383, CMS Energy, cms,0.09%, Jackson, MI, Utilities: Gas and Electric,
384, Foot Locker, fl,0.70%, New York, NY, Specialty Retailers: Apparel,
385, W.R.Berkley, wrb,0.68%, Greenwich, CT, Insurance: Property and Casualty(Stock),
386, PetSmart, ,, Phoenix, AZ, Specialty Retailers: Other,
387, Pacific Life, ,, Newport Beach, CA, Insurance: Life,
388, Commercial Metals, cmc,0.31%, Irving, TX, Metals,
389, Agilent Technologies, a,0.68%, Santa Clara, CA, Scientific,
390, Huntington Ingalls Industries, hii,0.14%, Newport News, VA, Aerospace and Defense,
391, Mutual of Omaha Insurance, ,, Omaha, NE, Insurance: Life,
392, Live Nation Entertainment, lyv,-0.45%, Beverly Hills, CA, Entertainment,
393, Dick 's Sporting Goods##, dks,-1.09%, , Coraopolis, PA,
394, Oshkosh, osk,-7.14%, Oshkosh, WI, Motor Vehicles and Parts,
395, Celanese, ce,0.34%, Irving, TX, Chemicals,
396, Spirit AeroSystems Holdings, spr,0.66%, Wichita, KS, Aerospace and Defense,
397, United Natural Foods, unfi,-0.66%, Providence, RI, Wholesalers: Food and Grocery,
398, Peabody Energy, btu,0.00%, St.Louis, MO, Mining,
399, Owens - Illinois, oi,-0.38%, Perrysburg, OH, Packaging,
400, Dillard 's##, dds,-0.29%, , Little Rock, AR,
401, Level 3 Communications, lvlt,0.85%, Broomfield, CO, Telecommunications,
402, Pantry, ,, Cary, NC, Specialty Retailers: Other,
403, LKQ, lkq,-0.02%, Chicago, IL, Wholesalers: Diversified,
404, Integrys Energy Group, teg,1.22%, Chicago, IL, Utilities: Gas and Electric,
405, Symantec, symc,0.90%, Mountain View, CA, Computer Software,
406, Buckeye Partners, bpl,-0.78%, Houston, TX, Pipelines,
407, Ryder System, r,-0.73%, Miami, FL, Trucking,
408, SanDisk, sndk,0.53%, Milpitas, CA, Semiconductors and Other Electronic Components,
409, Rockwell Automation, rok,0.15%, Milwaukee, WI, Electronics,
410, Dana Holding, dan,0.85%, Maumee, OH, Motor Vehicles and Parts,
411, Lansing Trade Group, ,, Overland Park, KS, Wholesalers: Diversified,
412, NCR, ncr,10.71%, Duluth, GA, Computers,
413, Expeditors International of Washington, expd,-0.52%, Seattle, WA, Transportation and Logistics,
414, Omnicare, ocr,-0.32%, Cincinnati, OH, Health Care: Pharmacy and Other Services,
415, AK Steel Holding, aks,-1.02%, West Chester, OH, Metals,
416, Fifth Third Bancorp, fitb,0.40%, Cincinnati, OH, Commercial Banks,
417, Seaboard, seb,-0.37%, Shawnee Mission, KS, Food Production,
418, NiSource, ni,0.69%, Merrillville, IN, Utilities: Gas and Electric,
419, Cablevision Systems, cvc,0.13%, Bethpage, NY, Telecommunications,
420, Anixter International, axe,-0.06%, Glenview, IL, Wholesalers: Diversified,
421, EMCOR Group, eme,1.23%, Norwalk, CT, Engineering,
422, Fidelity National Information Services, fis,0.27%, Jacksonville, FL, Financial Data Services,
423, Barnes & Noble, bks,-0.35%, New York, NY, Specialty Retailers: Other,
424, KBR, kbr,0.25%, Houston, TX, Engineering,
425, Auto - Owners Insurance, ,, Lansing, MI, Insurance: Property and Casualty(Mutual),
426, Jones Financial, ,, Des Peres, MO, Securities,
427, Avery Dennison, avy,1.20%, Glendale, CA, Chemicals,
428, NetApp, ntap,0.00%, Sunnyvale, CA, Computer Peripherals,
429, iHeartMedia, ihrt,1.41%, San Antonio, TX, Entertainment,
430, Discovery Communications, disca,0.49%, Silver Spring, MD, Entertainment,
431, Harley - Davidson, hog,0.35%, Milwaukee, WI, Transportation Equipment,
432, Sanmina, sanm,1.55%, San Jose, CA, Semiconductors and Other Electronic Components,
433, Trinity Industries, trn,-2.73%, Dallas, TX, Transportation Equipment,
434, J.B.Hunt Transport Services, jbht,-0.14%, Lowell, AR, Trucking,
435, Charles Schwab, schw,0.57%, San Francisco, CA, Securities,
436, Erie Insurance Group, ,, Erie, PA, Insurance: Property and Casualty(Stock),
437, Dr Pepper Snapple Group, dps,1.09%, Plano, TX, Beverages,
438, Ameren, aee,0.21%, St.Louis, MO, Utilities: Gas and Electric,
439, Mattel, mat,1.97%, El Segundo, CA, Toys,
440, Laboratory Corp.of America, lh,1.00%, Burlington, NC, Health Care: Pharmacy and Other Services,
441, Gannett, gci,1.16%, McLean, VA, Publishing,
442, Starwood Hotels & Resorts, hot,0.59%, Stamford, CT, Hotels,0
443, General Cable, bgc,-0.55%, Highland Heights, KY, Electronics,
444, A - Mark Precious Metals, amrk,-1.32%, Santa Monica, CA, zMiscellaneous,
445, Graybar Electric, ,, St.Louis, MO, Wholesalers: Diversified,
446, Energy Future Holdings, ,, Dallas, TX, Energy,
447, HRG Group, hrg,1.34%, New York, NY, Household and Personal Products,
448, MRC Global, mrc,-0.65%, Houston, TX, Oil and Gas Equipment,
449, Spectra Energy, se,-0.12%, Houston, TX, Pipelines,
450, Asbury Automotive Group, abg,1.94%, Duluth, GA, Automotive Retailing,
451, Packaging Corp.of America, pkg,0.51%, Lake Forest, IL, Packaging,
452, Windstream Holdings, win,-1.74%, Little Rock, AR, Telecommunications,
453, PulteGroup, phm,0.00%, Atlanta, GA, Homebuilders,
454, JetBlue Airways, jblu,0.05%, Long Island City, NY, Airlines,
455, Newell Rubbermaid, nwl,1.21%, Atlanta, GA, Home Equipment,
456, Con - way, cnw,-1.64%, Ann Arbor, MI, Transportation and Logistics,
457, Calumet Specialty Products Partners, clmt,-0.65%, Indianapolis, IN, Petroleum Refining,
458, Expedia, expe,0.68%, Bellevue, WA, Internet Services and Retailing,
459, American Financial Group, afg,1.04%, Cincinnati, OH, Insurance: Property and Casualty(Stock),
460, Tractor Supply, tsco,0.91%, Brentwood, TN, Specialty Retailers: Other,
461, United Rentals, uri,-2.61%, Stamford, CT, zMiscellaneous,
462, Ingredion, ingr,1.41%, Westchester, IL, Food Production,
463, Navient, navi,0.26%, Wilmington, DE, Diversified Financials,
464, MeadWestvaco, mwv,-0.18%, Richmond, VA, Packaging,
465, AGL Resources, gas,0.53%, Atlanta, GA, Utilities: Gas and Electric,
466, St.Jude Medical, stj,0.18%, St.Paul, MN, Medical Products and Equipment,
467, J.M.Smucker, sjm,1.23%, Orrville, OH, Food Consumer Products,
468, Western Union, wu,0.47%, Englewood, CO, Financial Data Services,
469, Clorox, clx,1.01%, Oakland, CA, Household and Personal Products,
470, Domtar, ufs,0.60%, Fort Mill, SC, Forest and Paper Products,
471, Kelly Services, kelya,0.74%, Troy, MI, Temporary Help,
472, Old Republic International, ori,1.02%, Chicago, IL, Insurance: Property and Casualty(Stock),
473, Advanced Micro Devices, amd,1.29%, Sunnyvale, CA, Semiconductors and Other Electronic Components,
474, Netflix, nflx,1.97%, Los Gatos, CA, Specialty Retailers: Other,
475, Booz Allen Hamilton Holding, bah,1.42%, McLean, VA, Information Technology Services,
476, Quintiles Transnational Holdings, q,1.28%, Durham, NC, Health Care: Pharmacy and Other Services,
477, Wynn Resorts, wynn,0.03%, Las Vegas, NV, Hotels,0
478, Jones Lang LaSalle, jll,0.88%, Chicago, IL, Real estate,
479, Regions Financial, rf,0.95%, Birmingham, AL, Commercial Banks,
480, CH2M Hill, ,, Englewood, CO, Engineering,
481, Western & Southern Financial Group, ,, Cincinnati, OH, Insurance: Life,
482, Lithia Motors, lad,0.17%, Medford, OR, Automotive Retailing,
483, salesforce.com, crm,1.16%, San Francisco, CA, Computer Software,
484, Alaska Air Group, alk,-0.61%, Seattle, WA, Airlines,
485, Host Hotels & Resorts, hst,1.22%, Bethesda, MD, Real estate,
486, Harman International Industries, har,2.03%, Stamford, CT, Electronics,
487, Amphenol, aph,0.28%, Wallingford, CT, Network and Other Communications Equipment,
488, Realogy Holdings, rlgy,0.24%, Madison, NJ, Real estate,
489, Essendant, ustr,,  Deerfield, IL, Wholesalers: Electronics and Office Equipment,
490, Hanesbrands, hbi,2.04%, Winston - Salem, NC, Apparel,
491, Kindred Healthcare, knd,0.56%, Louisville, KY, Health Care: Medical Facilities,
492, ARRIS Group, arrs,-1.52%, Suwanee, GA, Network and Other Communications Equipment,
493, Insight Enterprises, nsit,1.77%, Tempe, AZ, Wholesalers: Electronics and Office Equipment,
494, Alliance Data Systems, ads,-0.68%, Plano, TX, Financial Data Services,
495, LifePoint Health, lpnt,-0.40%, Brentwood, TN, Health Care: Medical Facilities,
496, Pioneer Natural Resources, pxd,1.23%, Irving, TX, Mining,
497, Wyndham Worldwide, wyn,-0.28%, Parsippany, NJ, Hotels,0
498, Owens Corning, oc,0.94%, Toledo, OH, Building Materials,
499, Alleghany, y,0.57%, New York, NY, Insurance: Property and Casualty(Stock),
500, McGraw Hill Financial, mhfi,0.41%, New York, NY, Financial Data Services,
501, Big Lots, big,-0.51%, Columbus, OH, Specialty Retailers: Other,
502, Northern Tier Energy, nti,2.13%, Tempe, AZ, Petroleum Refining,
503, Hexion, ,, Columbus, OH, Chemicals,
504, Markel, mkl,0.86%, Glen Allen, VA, Insurance: Property and Casualty(Stock),
505, Noble Energy, nbl,0.26%, Houston, TX, Mining,
506, Leidos Holdings, ldos,0.89%, Reston, VA, Information Technology Services,
507, Rockwell Collins, col,0.76%, Cedar Rapids, IA, Aerospace and Defense,
508, Airgas, arg,0.20%, Radnor, PA, Wholesalers: Diversified,
509, Sprague Resources, srlp,-0.37%, Portsmouth, NH, Wholesalers: Diversified,
510, YRC Worldwide, yrcw,-2.42%, Overland Park, KS, Trucking,
511, Hanover Insurance Group, thg,1.20%, Worcester, MA, Insurance: Property and Casualty(Stock),
512, Fiserv, fisv,1.35%, Brookfield, WI, Financial Data Services,
513, Lorillard, lo,,  Greensboro, NC, Tobacco,
514, American Tire Distributors Holdings, ,, Huntersville, NC, Wholesalers: Diversified,
515, ABM Industries, abm,0.21%, New York, NY, Diversified Outsourcing Services,
516, Sonoco Products, son,0.25%, Hartsville, SC, Packaging,
517, Harris, hrs,0.74%, Melbourne, FL, Network and Other Communications Equipment,
518, Telephone & Data Systems, tds,-0.47%, Chicago, IL, Telecommunications,
519, Wisconsin Energy, wec,1.14%, Milwaukee, WI, Utilities: Gas and Electric,
520, Linn Energy, line,-1.54%, Houston, TX, Mining,
521, Raymond James Financial, rjf,0.38%, St.Petersburg, FL, Securities,
522, Berry Plastics Group, bery,0.53%, Evansville, IN, Packaging,
523, Regency Energy Partners, ,, Dallas, TX, Oil and Gas Equipment,
523, SCANA, scg,0.30%, Cayce, SC, Utilities: Gas and Electric,
525, Cincinnati Financial, cinf,0.99%, Fairfield, OH, Insurance: Property and Casualty(Stock),
526, Atmos Energy, ato,0.97%, Dallas, TX, Utilities: Gas and Electric,
527, Pepco Holdings, pom,0.30%, Washington, DC, Utilities: Gas and Electric,
528, Flowserve, fls,0.13%, Irving, TX, Industrial Machinery,
529, Simon Property Group, spg,0.83%, Indianapolis, IN, Real estate,
530, Constellation Brands, stz,0.62%, Victor, NY, Beverages,
531, Quad / Graphics, quad,0.16%, Sussex, WI, Publishing,
532, Burlington Stores, burl,0.28%, Burlington, NJ, Specialty Retailers: Apparel,
533, Neiman Marcus Group, ,, Dallas, TX, Specialty Retailers: Apparel,
534, Bemis, bms,0.63%, Neenah, WI, Packaging,
535, Coach, coh,0.37%, New York, NY, Apparel,
536, Continental Resources, clr,-0.34%, Oklahoma City, OK, Mining,
537, Ascena Retail Group, asna,1.27%, Mahwah, NJ, Specialty Retailers: Apparel,
538, Zoetis, zts,0.89%, Florham Park, NJ, Pharmaceuticals,
539, Orbital ATK, oa,0.94%, Dulles, VA, Aerospace and Defense,
540, Frontier Communications, ftr,1.84%, Stamford, CT, Telecommunications,
541, Levi Strauss, ,, San Francisco, CA, Apparel,
542, SPX, spw,0.28%, Charlotte, NC, Industrial Machinery,
543, CF Industries Holdings, cf,1.02%, Deerfield, IL, Chemicals,
544, Michaels Cos.,mik,-0.41%, Irving, TX, Specialty Retailers: Other,
545, M & T Bank Corp.,mtb,0.46%, Buffalo, NY, Commercial Banks,
546, Rush Enterprises, rushb,0.63%, New Braunfels, TX, Automotive Retailing,
547, Aleris, ,, Cleveland, OH, Metals,
548, Nexeo Solutions Holdings, ,, The Woodlands, TX, Wholesalers: Diversified,
549, Keurig Green Mountain, gmcr,-1.51%, Waterbury, VT, Beverages,
550, Superior Energy Services, spn,0.41%, Houston, TX, Oil and Gas Equipment,
551, Williams - Sonoma, wsm,0.51%, San Francisco, CA, Specialty Retailers: Other,
552, Robert Half International, rhi,1.11%, Menlo Park, CA, Temporary Help,
553, Nvidia, nvda,1.23%, Santa Clara, CA, Semiconductors and Other Electronic Components,
554, First American Financial, faf,1.27%, Santa Ana, CA, Insurance: Property and Casualty(Stock),
555, Zimmer Holdings, zmh,0.79%, Warsaw, IN, Medical Products and Equipment,
556, MDU Resources Group, mdu,0.86%, Bismarck, ND, Energy,
557, Juniper Networks, jnpr,0.96%, Sunnyvale, CA, Network and Other Communications Equipment,
558, Arthur J.Gallagher, ajg,1.03%, Itasca, IL, Diversified Financials,
559, Colfax, cfx,-1.28%, Annapolis Junction, MD, Industrial Machinery,
560, Cliffs Natural Resources, clf,-4.95%, Cleveland, OH, Mining,
561, Yahoo, yhoo,0.41%, Sunnyvale, CA, Internet Services and Retailing,
562, MasTec, mtz,0.21%, Coral Gables, FL, Engineering,
563, Lam Research, lrcx,1.59%, Fremont, CA, Semiconductors and Other Electronic Components,
564, Axiall, axll,0.48%, Atlanta, GA, Chemicals,
565, Intercontinental Exchange, ice,-1.23%, Atlanta, GA, Securities,
566, Cintas, ctas,1.11%, Cincinnati, OH, Diversified Outsourcing Services,
567, Coty, coty,19.31%, New York, NY, Household and Personal Products,
568, CA, ca,1.22%, Islandia, NY, Computer Software,
569, Andersons, ande,0.17%, Maumee, OH, Food Production,
570, Valspar, val,0.89%, Minneapolis, MN, Chemicals,
571, Northern Trust, ntrs,0.12%, Chicago, IL, Commercial Banks,
572, Intuit, intu,0.66%, Mountain View, CA, Computer Software,
573, Tutor Perini, tpc,-0.13%, Sylmar, CA, Engineering,
574, Polaris Industries, pii,-0.02%, Medina, MN, Transportation Equipment,
575, Hospira, hsp,0.16%, Lake Forest, IL, Pharmaceuticals,
576, FM Global, ,, Johnston, RI, Insurance: Property and Casualty(Stock),
577, NVR, nvr,-1.20%, Reston, VA, Homebuilders,
578, Liberty Media, lmca,-0.49%, Englewood, CO, Entertainment,
579, Energizer Holdings, enr,-0.17%, St.Louis, MO, Household and Personal Products,
580, Bloomin ' Brands##, blmn,-3.42%, , Tampa, FL,
581, Avaya, ,, Santa Clara, CA, Network and Other Communications Equipment,
582, Westlake Chemical, wlk,0.82%, Houston, TX, Chemicals,
583, Hyatt Hotels, h,-0.82%, Chicago, IL, Hotels,0
584, Mead Johnson Nutrition, mjn,1.18%, Glenview, IL, Food Consumer Products,
585, Activision Blizzard, atvi,0.81%, Santa Monica, CA, Computer Software,
586, Protective Life, ,, Birmingham, AL, Insurance: Life,
587, Envision Healthcare Holdings, evhc,1.63%, Greenwood Village, CO, Health Care: Pharmacy and Other Services,
588, Fortune Brands Home & Security, fbhs,0.22%, Deerfield, IL, Home Equipment,
589, RPM International, rpm,1.04%, Medina, OH, Chemicals,
590, VWR, vwr,-0.58%, Radnor, PA, Wholesalers: Diversified,
591, LPL Financial Holdings, lpla,2.30%, Boston, MA, Securities,
592, KeyCorp, key,0.59%, Cleveland, OH, Commercial Banks,
593, Swift Transportation, swft,-1.68%, Phoenix, AZ, Trucking,
594, Alpha Natural Resources, anr,-0.50%, Bristol, VA, Mining,
595, Hasbro, has,0.21%, Pawtucket, RI, Toys,
596, Resolute Forest Products, rfp,-0.43%, Catawba, SC, Forest and Paper Products,
597, Tiffany, tif,0.55%, New York, NY, Specialty Retailers: Other,
598, McCormick, mkc,1.80%, Sparks, MD, Food Consumer Products,
599, Graphic Packaging Holding, gpk,-0.37%, Atlanta, GA, Packaging,
600, Greif, gef,-0.41%, Delaware, OH, Packaging,
601, Allegheny Technologies, ati,1.47%, Pittsburgh, PA, Metals,
602, Securian Financial Group, ,, St.Paul, MN, Insurance: Life,
603, B / E Aerospace, beav,0.52%, Wellington, FL, Aerospace and Defense,
604, Exelis, ,, McLean, VA, Aerospace and Defense,
605, Adobe Systems, adbe,0.25%, San Jose, CA, Computer Software,
606, Molson Coors Brewing, tap,1.55%, Denver, CO, Beverages,
607, Roundy 's##, rndy,-0.31%, , Milwaukee, WI,
608, CNO Financial Group, cno,1.25%, Carmel, IN, Insurance: Life,
609, Adams Resources & Energy, ae,2.27%, Houston, TX, Energy,
610, Belk, ,, Charlotte, NC, General Merchandisers,
611, Chipotle Mexican Grill, cmg,-0.59%, Denver, CO, Food Services,
612, American Tower, amt,1.08%, Boston, MA, Telecommunications,
613, FMC, fmc,0.86%, Philadelphia, PA, Chemicals,
614, Hillshire Brands, ,, Chicago, IL, Food Consumer Products,
615, AmTrust Financial Services, afsi,0.66%, New York, NY, Insurance: Property and Casualty(Stock),
616, Brunswick, bc,-0.40%, Lake Forest, IL, Transportation Equipment,
617, Patterson, pdco,1.13%, St.Paul, MN, Wholesalers: Health Care,
618, Southwestern Energy, swn,2.91%, Spring, TX, Mining,
619, Ametek, ame,0.41%, Berwyn, PA, Scientific,
620, T.Rowe Price, trow,0.96%, Baltimore, MD, Securities,
621, Torchmark, tmk,0.62%, McKinney, TX, Insurance: Life,
622, Darling Ingredients, dar,-0.06%, Irving, TX, Food Production,
623, Leggett & Platt, leg,0.06%, Carthage, MO, Home Equipment,
624, Watsco, wso,0.32%, Miami, FL, Wholesalers: Diversified,
625, Crestwood Equity Partners, ceqp,-2.95%, Houston, TX, Energy,
626, Xylem, xyl,0.91%, Rye Brook, NY, Industrial Machinery,
627, Silgan Holdings, slgn,0.20%, Stamford, CT, Packaging,
628, Toll Brothers, tol,-0.67%, Horsham, PA, Homebuilders,
629, Manitowoc, mtw,-0.15%, Manitowoc, WI, Construction and Farm Machinery,
630, Science Applications International, saic,1.25%, McLean, VA, Information Technology Services,
631, Carlyle Group, cg,0.82%, Washington, DC, Securities,
632, Timken, tkr,-0.44%, North Canton, OH, Industrial Machinery,
633, Genesis Energy, gel,0.35%, Houston, TX, Pipelines,
634, WPX Energy, wpx,2.09%, Tulsa, OK, Mining,
635, CareFusion, ,, San Diego, CA, Medical Products and Equipment,
636, Pitney Bowes, pbi,0.23%, Stamford, CT, Computers,
637, Ingles Markets, imkta,-0.82%, Black Mountain, NC, Food and Drug Stores,
638, PolyOne, pol,1.88%, Avon Lake, OH, Chemicals,
639, Brookdale Senior Living, bkd,-0.14%, Brentwood, TN, Health Care: Medical Facilities,
640, CommScope Holding, comm,1.68%, Hickory, NC, Network and Other Communications Equipment,
641, Meritor, mtor,-2.54%, Troy, MI, Motor Vehicles and Parts,
642, Joy Global, joy,-0.16%, Milwaukee, WI, Construction and Farm Machinery,
643, Unified Grocers, ,, Commerce, CA, Wholesalers: Food and Grocery,
644, Triumph Group, tgi,0.68%, Berwyn, PA, Aerospace and Defense,
645, Magellan Health, mgln,1.24%, Scottsdale, AZ, Health Care: Insurance and Managed Care,
646, Sally Beauty Holdings, sbh,0.88%, Denton, TX, Specialty Retailers: Other,
647, Flowers Foods, flo,0.42%, Thomasville, GA, Food Consumer Products,
648, Abercrombie & Fitch, anf,1.15%, New Albany, OH, Specialty Retailers: Apparel,
649, New Jersey Resources, njr,0.62%, Wall, NJ, Energy,
650, Fastenal, fast,0.64%, Winona, MN, Specialty Retailers: Other,
651, NII Holdings, ,, Reston, VA, Telecommunications,
652, Consol Energy, cnx,-1.39%, Canonsburg, PA, Mining,
653, USG, usg,-0.70%, Chicago, IL, Building Materials,
654, Brink 's, bco,0.00%, , Richmond, VA,
655, Helmerich & Payne, hp,1.58%, Tulsa, OK, Oil and Gas Equipment,
656, Lexmark International, lxk,1.02%, Lexington, KY, Computer Peripherals,
657, American Axle & Manufacturing, axl,-0.09%, Detroit, MI, Motor Vehicles and Parts,
658, Crown Castle International, cci,0.35%, Houston, TX, Telecommunications,
659, Targa Energy, ,, Houston, TX, Pipelines,
660, Oceaneering International, oii,0.43%, Houston, TX, Oil and Gas Equipment,
661, Cabot, cbt,0.58%, Boston, MA, Chemicals,
662, CIT Group, cit,-0.74%, New York, NY, Commercial Banks,
663, Cabela 's, cab,0.27%, , Sidney, NE,
664, Forest Laboratories, ,, New York, NY, Pharmaceuticals,
665, DCP Midstream Partners, dpm,-2.09%, Denver, CO, Pipelines,
666, Ryerson Holding, ryi,-0.11%, Chicago, IL, Metals,
667, QEP Resources, qep,1.68%, Denver, CO, Mining,
668, Thor Industries, tho,0.50%, Elkhart, IN, Motor Vehicles and Parts,
669, HSN, hsni,0.50%, St.Petersburg, FL, Specialty Retailers: Other,
670, Graham Holdings, ghc,0.10%, Arlington, VA, Education,
671, Electronic Arts, ea,2.10%, Redwood City, CA, Computer Software,
672, Boise Cascade, bcc,7.18%, Boise, ID, Wholesalers: Diversified,
673, Hub Group, hubg,-0.26%, Oak Brook, IL, Transportation and Logistics,
674, CACI International, caci,0.94%, Arlington, VA, Information Technology Services,
675, Roper Technologies, rop,0.06%, Sarasota, FL, Scientific,
676, Towers Watson, tw,1.21%, Arlington, VA, Diversified Outsourcing Services,
677, Smart & Final Stores, sfs,1.78%, Commerce, CA, Food and Drug Stores,
678, Big Heart Pet Brands, ,, San Francisco, CA, Food Consumer Products,
679, Fossil Group, fosl,1.16%, Richardson, TX, Apparel,
680, Nasdaq OMX Group, ndaq,0.50%, New York, NY, Securities,
681, Country Financial, ,, Bloomington, IL, Insurance: Property and Casualty(Mutual),
682, Snap - on, sna,0.79%, Kenosha, WI, Industrial Machinery,
683, Pinnacle West Capital, pnw,0.55%, Phoenix, AZ, Utilities: Gas and Electric,
684, EchoStar, sats,-0.74%, Englewood, CO, Network and Other Communications Equipment,
685, Systemax, syx,-1.44%, Port Washington, NY, Specialty Retailers: Other,
686, WhiteWave Foods, wwav,0.94%, Denver, CO, Food Consumer Products,
687, CUNA Mutual Group, ,, Madison, WI, Insurance: Life,
688, Cooper Tire & Rubber, ctb,-1.12%, Findlay, OH, Motor Vehicles and Parts,
689, ADT, adt,-0.11%, Boca Raton, FL, Diversified Outsourcing Services,
690, Cerner, cern,0.51%, North Kansas City, MO, Health Care: Pharmacy and Other Services,
691, Clean Harbors, clh,0.48%, Norwell, MA, Waste Management,
692, First Solar, fslr,-2.48%, Tempe, AZ, Energy,
693, Lennox International, lii,-0.96%, Richardson, TX, Industrial Machinery,
694, Enable Midstream Partners, enbl,-0.41%, Oklahoma City, OK, Pipelines,
695, Hubbell, ,, Shelton, CT, Electronics,
696, Unisys, uis,0.54%, Blue Bell, PA, Information Technology Services,
697, Alliant Energy, lnt,0.71%, Madison, WI, Utilities: Gas and Electric,
698, Health Care REIT, hcn,0.71%, Toledo, OH, Real estate,
699, Moody 's, mco,0.07%, , New York, NY,
700, C.R.Bard, bcr,0.48%, Murray Hill, NJ, Medical Products and Equipment,
701, Urban Outfitters, urbn,0.46%, Philadelphia, PA, Specialty Retailers: Apparel,
702, Church & Dwight, chd,0.57%, Ewing, NJ, Household and Personal Products,
703, American Eagle Outfitters, aeo,1.65%, Pittsburgh, PA, Specialty Retailers: Apparel,
704, Oaktree Capital Group, oak,-0.22%, Los Angeles, CA, Securities,
705, Regal Beloit, ,, Beloit, WI, Electronics,
706, Men 's Wearhouse##, mw,1.62%, , Houston, TX,
707, Cooper - Standard Holdings, cps,0.35%, Novi, MI, Motor Vehicles and Parts,
708, W.R.Grace, gra,0.79%, Columbia, MD, Chemicals,
709, Ulta Salon Cosmetics & Fragrance, ulta,0.60%, Bolingbrook, IL, Specialty Retailers: Other,
710, Hawaiian Electric Industries, he,0.36%, Honolulu, HI, Utilities: Gas and Electric,
711, SkyWest, skyw,-1.53%, St.George, UT, Airlines,
712, Green Plains, gpre,4.78%, Omaha, NE, Energy,
713, LVB Acquisition, ,, Warsaw, IN, Medical Products and Equipment,
714, NBTY, ,, Ronkonkoma, NY, Pharmaceuticals,
715, Carlisle, csl,-0.07%, Charlotte, NC, Building Materials,
716, United Refining, ,, Warren, PA, Petroleum Refining,
717, Tesla Motors, tsla,1.09%, Palo Alto, CA, Motor Vehicles and Parts,
718, Groupon, grpn,-1.06%, Chicago, IL, Internet Services and Retailing,
719, Landstar System, lstr,-1.84%, Jacksonville, FL, Trucking,
720, Patterson - UTI Energy, pten,0.92%, Houston, TX, Oil and Gas Equipment,
721, EP Energy, epe,2.96%, Houston, TX, Mining,
722, ON Semiconductor, on,0.81%, Phoenix, AZ, Semiconductors and Other Electronic Components,
723, Rent - A - Center, rcii,0.06%, Plano, TX, Specialty Retailers: Other,
724, SunGard Data Systems, ,, Wayne, PA, Financial Data Services,
725, Citrix Systems, ctxs,0.46%, Fort Lauderdale, FL, Network and Other Communications Equipment,
726, Amkor Technology, amkr,0.95%, Tempe, AZ, Semiconductors and Other Electronic Components,
727, TD Ameritrade Holding, amtd,0.50%, Omaha, NE, Securities,
728, Worthington Industries, wor,2.62%, Columbus, OH, Metals,
729, Valmont Industries, vmi,0.70%, Omaha, NE, Construction and Farm Machinery,
730, Iron Mountain, irm,-0.56%, Boston, MA, Diversified Outsourcing Services,
731, Puget Energy, ,, Bellevue, WA, Utilities: Gas and Electric,
732, CME Group, cme,0.30%, Chicago, IL, Securities,
733, IAC / InterActiveCorp, iaci,0.26%, New York, NY, Internet Services and Retailing,
734, Par Petroleum, parr,-0.27%, Houston, TX, Petroleum Refining,
735, Taylor Morrison Home, tmhc,-1.12%, Scottsdale, AZ, Homebuilders,
736, Chiquita Brands International, ,, Charlotte, NC, Food Production,
737, International Flavors & Fragrances, iff,1.71%, New York, NY, Chemicals,
738, Whiting Petroleum, wll,2.89%, Denver, CO, Mining,
739, Under Armour, ua,1.96%, Baltimore, MD, Apparel,
740, Ventas, vtr,0.98%, Chicago, IL, Real estate,
741, NuStar Energy, ns,0.43%, San Antonio, TX, Pipelines,
742, Select Medical Holdings, sem,-0.55%, Mechanicsburg, PA, Health Care: Medical Facilities,
743, Diebold, dbd,2.27%, North Canton, OH, Computers,
744, American National Insurance, anat,2.46%, Galveston, TX, Insurance: Life,
745, Varian Medical Systems, var,0.90%, Palo Alto, CA, Medical Products and Equipment,
746, Apollo Education Group, apol,0.15%, Phoenix, AZ, Education,
747, Westinghouse Air Brake Technologies, wab,-0.21%, Wilmerding, PA, Industrial Machinery,
748, SunPower, spwr,-0.79%, San Jose, CA, Energy,
749, Warner Music Group, ,, New York, NY, Entertainment,
750, American Water Works, awk,-0.74%, Voorhees, NJ, zMiscellaneous,
751, H & R Block, hrb,1.03%, Kansas City, MO, Diversified Financials,
752, Mercury General, mcy,0.96%, Los Angeles, CA, Insurance: Property and Casualty(Stock),
753, TECO Energy, te,0.22%, Tampa, FL, Utilities: Gas and Electric,
754, Service Corp.International, sci,1.27%, Houston, TX, zMiscellaneous,
755, Vulcan Materials, vmc,0.01%, Birmingham, AL, Building Materials,
756, Brown - Forman, bfb,,  Louisville, KY, Beverages,
757, Regal Entertainment Group, rgc,-1.14%, Knoxville, TN, Entertainment,
758, Tempur Sealy International, tpx,1.23%, Lexington, KY, Home Equipment,
759, Steelcase, scs,0.38%, Grand Rapids, MI, Home Equipment,
760, MWI Veterinary Supply, ,, Boise, ID, Wholesalers: Diversified,
761, RadioShack, rshcq,5.31%, Fort Worth, TX, Specialty Retailers: Other,
762, Sprouts Farmers Market, sfm,0.66%, Phoenix, AZ, Food and Drug Stores,
763, Sabre, sabr,-0.29%, Southlake, TX, Internet Services and Retailing,
764, Martin Marietta Materials, mlm,-0.24%, Raleigh, NC, Building Materials,
765, Huntington Bancshares, hban,0.70%, Columbus, OH, Commercial Banks,
766, Alere, alr,-0.06%, Waltham, MA, Medical Products and Equipment,
